fk_pokemon_numero_pokedex,id_instancia
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
1,100
2,101
2,102
2,103
2,104
2,105
2,106
2,107
2,108
2,109
2,110
2,111
2,112
2,113
2,114
2,115
2,116
2,117
2,118
2,119
2,120
2,121
2,122
2,123
2,124
2,125
2,126
2,127
2,128
2,129
2,130
2,131
2,132
2,133
2,134
2,135
2,136
2,137
2,138
2,139
2,140
2,141
2,142
2,143
2,144
2,145
2,146
2,147
2,148
2,149
2,150
2,151
2,152
2,153
2,154
2,155
2,156
2,157
2,158
2,159
2,160
2,161
2,162
2,163
2,164
2,165
2,166
2,167
2,168
2,169
2,170
2,171
2,172
2,173
2,174
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,183
2,184
2,185
2,186
2,187
2,188
2,189
2,190
2,191
2,192
2,193
2,194
2,195
2,196
2,197
2,198
2,199
2,200
3,201
3,202
3,203
3,204
3,205
3,206
3,207
3,208
3,209
3,210
3,211
3,212
3,213
3,214
3,215
3,216
3,217
3,218
3,219
3,220
3,221
3,222
3,223
3,224
3,225
3,226
3,227
3,228
3,229
3,230
3,231
3,232
3,233
3,234
3,235
3,236
3,237
3,238
3,239
3,240
3,241
3,242
3,243
3,244
3,245
3,246
3,247
3,248
3,249
3,250
3,251
3,252
3,253
3,254
3,255
3,256
3,257
3,258
3,259
3,260
3,261
3,262
3,263
3,264
3,265
3,266
3,267
3,268
3,269
3,270
3,271
3,272
3,273
3,274
3,275
3,276
3,277
3,278
3,279
3,280
3,281
3,282
3,283
3,284
3,285
3,286
3,287
3,288
3,289
3,290
3,291
3,292
3,293
3,294
3,295
3,296
3,297
3,298
3,299
3,300
4,301
4,302
4,303
4,304
4,305
4,306
4,307
4,308
4,309
4,310
4,311
4,312
4,313
4,314
4,315
4,316
4,317
4,318
4,319
4,320
4,321
4,322
4,323
4,324
4,325
4,326
4,327
4,328
4,329
4,330
4,331
4,332
4,333
4,334
4,335
4,336
4,337
4,338
4,339
4,340
4,341
4,342
4,343
4,344
4,345
4,346
4,347
4,348
4,349
4,350
4,351
4,352
4,353
4,354
4,355
4,356
4,357
4,358
4,359
4,360
4,361
4,362
4,363
4,364
4,365
4,366
4,367
4,368
4,369
4,370
4,371
4,372
4,373
4,374
4,375
4,376
4,377
4,378
4,379
4,380
4,381
4,382
4,383
4,384
4,385
4,386
4,387
4,388
4,389
4,390
4,391
4,392
4,393
4,394
4,395
4,396
4,397
4,398
4,399
4,400
5,401
5,402
5,403
5,404
5,405
5,406
5,407
5,408
5,409
5,410
5,411
5,412
5,413
5,414
5,415
5,416
5,417
5,418
5,419
5,420
5,421
5,422
5,423
5,424
5,425
5,426
5,427
5,428
5,429
5,430
5,431
5,432
5,433
5,434
5,435
5,436
5,437
5,438
5,439
5,440
5,441
5,442
5,443
5,444
5,445
5,446
5,447
5,448
5,449
5,450
5,451
5,452
5,453
5,454
5,455
5,456
5,457
5,458
5,459
5,460
5,461
5,462
5,463
5,464
5,465
5,466
5,467
5,468
5,469
5,470
5,471
5,472
5,473
5,474
5,475
5,476
5,477
5,478
5,479
5,480
5,481
5,482
5,483
5,484
5,485
5,486
5,487
5,488
5,489
5,490
5,491
5,492
5,493
5,494
5,495
5,496
5,497
5,498
5,499
5,500
6,501
6,502
6,503
6,504
6,505
6,506
6,507
6,508
6,509
6,510
6,511
6,512
6,513
6,514
6,515
6,516
6,517
6,518
6,519
6,520
6,521
6,522
6,523
6,524
6,525
6,526
6,527
6,528
6,529
6,530
6,531
6,532
6,533
6,534
6,535
6,536
6,537
6,538
6,539
6,540
6,541
6,542
6,543
6,544
6,545
6,546
6,547
6,548
6,549
6,550
6,551
6,552
6,553
6,554
6,555
6,556
6,557
6,558
6,559
6,560
6,561
6,562
6,563
6,564
6,565
6,566
6,567
6,568
6,569
6,570
6,571
6,572
6,573
6,574
6,575
6,576
6,577
6,578
6,579
6,580
6,581
6,582
6,583
6,584
6,585
6,586
6,587
6,588
6,589
6,590
6,591
6,592
6,593
6,594
6,595
6,596
6,597
6,598
6,599
6,600
7,601
7,602
7,603
7,604
7,605
7,606
7,607
7,608
7,609
7,610
7,611
7,612
7,613
7,614
7,615
7,616
7,617
7,618
7,619
7,620
7,621
7,622
7,623
7,624
7,625
7,626
7,627
7,628
7,629
7,630
7,631
7,632
7,633
7,634
7,635
7,636
7,637
7,638
7,639
7,640
7,641
7,642
7,643
7,644
7,645
7,646
7,647
7,648
7,649
7,650
7,651
7,652
7,653
7,654
7,655
7,656
7,657
7,658
7,659
7,660
7,661
7,662
7,663
7,664
7,665
7,666
7,667
7,668
7,669
7,670
7,671
7,672
7,673
7,674
7,675
7,676
7,677
7,678
7,679
7,680
7,681
7,682
7,683
7,684
7,685
7,686
7,687
7,688
7,689
7,690
7,691
7,692
7,693
7,694
7,695
7,696
7,697
7,698
7,699
7,700
8,701
8,702
8,703
8,704
8,705
8,706
8,707
8,708
8,709
8,710
8,711
8,712
8,713
8,714
8,715
8,716
8,717
8,718
8,719
8,720
8,721
8,722
8,723
8,724
8,725
8,726
8,727
8,728
8,729
8,730
8,731
8,732
8,733
8,734
8,735
8,736
8,737
8,738
8,739
8,740
8,741
8,742
8,743
8,744
8,745
8,746
8,747
8,748
8,749
8,750
8,751
8,752
8,753
8,754
8,755
8,756
8,757
8,758
8,759
8,760
8,761
8,762
8,763
8,764
8,765
8,766
8,767
8,768
8,769
8,770
8,771
8,772
8,773
8,774
8,775
8,776
8,777
8,778
8,779
8,780
8,781
8,782
8,783
8,784
8,785
8,786
8,787
8,788
8,789
8,790
8,791
8,792
8,793
8,794
8,795
8,796
8,797
8,798
8,799
8,800
9,801
9,802
9,803
9,804
9,805
9,806
9,807
9,808
9,809
9,810
9,811
9,812
9,813
9,814
9,815
9,816
9,817
9,818
9,819
9,820
9,821
9,822
9,823
9,824
9,825
9,826
9,827
9,828
9,829
9,830
9,831
9,832
9,833
9,834
9,835
9,836
9,837
9,838
9,839
9,840
9,841
9,842
9,843
9,844
9,845
9,846
9,847
9,848
9,849
9,850
9,851
9,852
9,853
9,854
9,855
9,856
9,857
9,858
9,859
9,860
9,861
9,862
9,863
9,864
9,865
9,866
9,867
9,868
9,869
9,870
9,871
9,872
9,873
9,874
9,875
9,876
9,877
9,878
9,879
9,880
9,881
9,882
9,883
9,884
9,885
9,886
9,887
9,888
9,889
9,890
9,891
9,892
9,893
9,894
9,895
9,896
9,897
9,898
9,899
9,900
10,901
10,902
10,903
10,904
10,905
10,906
10,907
10,908
10,909
10,910
10,911
10,912
10,913
10,914
10,915
10,916
10,917
10,918
10,919
10,920
10,921
10,922
10,923
10,924
10,925
10,926
10,927
10,928
10,929
10,930
10,931
10,932
10,933
10,934
10,935
10,936
10,937
10,938
10,939
10,940
10,941
10,942
10,943
10,944
10,945
10,946
10,947
10,948
10,949
10,950
10,951
10,952
10,953
10,954
10,955
10,956
10,957
10,958
10,959
10,960
10,961
10,962
10,963
10,964
10,965
10,966
10,967
10,968
10,969
10,970
10,971
10,972
10,973
10,974
10,975
10,976
10,977
10,978
10,979
10,980
10,981
10,982
10,983
10,984
10,985
10,986
10,987
10,988
10,989
10,990
10,991
10,992
10,993
10,994
10,995
10,996
10,997
10,998
10,999
10,1000
11,1001
11,1002
11,1003
11,1004
11,1005
11,1006
11,1007
11,1008
11,1009
11,1010
11,1011
11,1012
11,1013
11,1014
11,1015
11,1016
11,1017
11,1018
11,1019
11,1020
11,1021
11,1022
11,1023
11,1024
11,1025
11,1026
11,1027
11,1028
11,1029
11,1030
11,1031
11,1032
11,1033
11,1034
11,1035
11,1036
11,1037
11,1038
11,1039
11,1040
11,1041
11,1042
11,1043
11,1044
11,1045
11,1046
11,1047
11,1048
11,1049
11,1050
11,1051
11,1052
11,1053
11,1054
11,1055
11,1056
11,1057
11,1058
11,1059
11,1060
11,1061
11,1062
11,1063
11,1064
11,1065
11,1066
11,1067
11,1068
11,1069
11,1070
11,1071
11,1072
11,1073
11,1074
11,1075
11,1076
11,1077
11,1078
11,1079
11,1080
11,1081
11,1082
11,1083
11,1084
11,1085
11,1086
11,1087
11,1088
11,1089
11,1090
11,1091
11,1092
11,1093
11,1094
11,1095
11,1096
11,1097
11,1098
11,1099
11,1100
12,1101
12,1102
12,1103
12,1104
12,1105
12,1106
12,1107
12,1108
12,1109
12,1110
12,1111
12,1112
12,1113
12,1114
12,1115
12,1116
12,1117
12,1118
12,1119
12,1120
12,1121
12,1122
12,1123
12,1124
12,1125
12,1126
12,1127
12,1128
12,1129
12,1130
12,1131
12,1132
12,1133
12,1134
12,1135
12,1136
12,1137
12,1138
12,1139
12,1140
12,1141
12,1142
12,1143
12,1144
12,1145
12,1146
12,1147
12,1148
12,1149
12,1150
12,1151
12,1152
12,1153
12,1154
12,1155
12,1156
12,1157
12,1158
12,1159
12,1160
12,1161
12,1162
12,1163
12,1164
12,1165
12,1166
12,1167
12,1168
12,1169
12,1170
12,1171
12,1172
12,1173
12,1174
12,1175
12,1176
12,1177
12,1178
12,1179
12,1180
12,1181
12,1182
12,1183
12,1184
12,1185
12,1186
12,1187
12,1188
12,1189
12,1190
12,1191
12,1192
12,1193
12,1194
12,1195
12,1196
12,1197
12,1198
12,1199
12,1200
13,1201
13,1202
13,1203
13,1204
13,1205
13,1206
13,1207
13,1208
13,1209
13,1210
13,1211
13,1212
13,1213
13,1214
13,1215
13,1216
13,1217
13,1218
13,1219
13,1220
13,1221
13,1222
13,1223
13,1224
13,1225
13,1226
13,1227
13,1228
13,1229
13,1230
13,1231
13,1232
13,1233
13,1234
13,1235
13,1236
13,1237
13,1238
13,1239
13,1240
13,1241
13,1242
13,1243
13,1244
13,1245
13,1246
13,1247
13,1248
13,1249
13,1250
13,1251
13,1252
13,1253
13,1254
13,1255
13,1256
13,1257
13,1258
13,1259
13,1260
13,1261
13,1262
13,1263
13,1264
13,1265
13,1266
13,1267
13,1268
13,1269
13,1270
13,1271
13,1272
13,1273
13,1274
13,1275
13,1276
13,1277
13,1278
13,1279
13,1280
13,1281
13,1282
13,1283
13,1284
13,1285
13,1286
13,1287
13,1288
13,1289
13,1290
13,1291
13,1292
13,1293
13,1294
13,1295
13,1296
13,1297
13,1298
13,1299
13,1300
14,1301
14,1302
14,1303
14,1304
14,1305
14,1306
14,1307
14,1308
14,1309
14,1310
14,1311
14,1312
14,1313
14,1314
14,1315
14,1316
14,1317
14,1318
14,1319
14,1320
14,1321
14,1322
14,1323
14,1324
14,1325
14,1326
14,1327
14,1328
14,1329
14,1330
14,1331
14,1332
14,1333
14,1334
14,1335
14,1336
14,1337
14,1338
14,1339
14,1340
14,1341
14,1342
14,1343
14,1344
14,1345
14,1346
14,1347
14,1348
14,1349
14,1350
14,1351
14,1352
14,1353
14,1354
14,1355
14,1356
14,1357
14,1358
14,1359
14,1360
14,1361
14,1362
14,1363
14,1364
14,1365
14,1366
14,1367
14,1368
14,1369
14,1370
14,1371
14,1372
14,1373
14,1374
14,1375
14,1376
14,1377
14,1378
14,1379
14,1380
14,1381
14,1382
14,1383
14,1384
14,1385
14,1386
14,1387
14,1388
14,1389
14,1390
14,1391
14,1392
14,1393
14,1394
14,1395
14,1396
14,1397
14,1398
14,1399
14,1400
15,1401
15,1402
15,1403
15,1404
15,1405
15,1406
15,1407
15,1408
15,1409
15,1410
15,1411
15,1412
15,1413
15,1414
15,1415
15,1416
15,1417
15,1418
15,1419
15,1420
15,1421
15,1422
15,1423
15,1424
15,1425
15,1426
15,1427
15,1428
15,1429
15,1430
15,1431
15,1432
15,1433
15,1434
15,1435
15,1436
15,1437
15,1438
15,1439
15,1440
15,1441
15,1442
15,1443
15,1444
15,1445
15,1446
15,1447
15,1448
15,1449
15,1450
15,1451
15,1452
15,1453
15,1454
15,1455
15,1456
15,1457
15,1458
15,1459
15,1460
15,1461
15,1462
15,1463
15,1464
15,1465
15,1466
15,1467
15,1468
15,1469
15,1470
15,1471
15,1472
15,1473
15,1474
15,1475
15,1476
15,1477
15,1478
15,1479
15,1480
15,1481
15,1482
15,1483
15,1484
15,1485
15,1486
15,1487
15,1488
15,1489
15,1490
15,1491
15,1492
15,1493
15,1494
15,1495
15,1496
15,1497
15,1498
15,1499
15,1500
16,1501
16,1502
16,1503
16,1504
16,1505
